_id,id_l,id_r,name_l,addr_l,city_l,phone_l,type__l,name_r,addr_r,city_r,phone_r,type__r,type_match_pred,city_contain_pred,name_edit_pred,name_contain_pred,name_unmatch_pred,addr_contain_pred,addr_edit_pred,addr_num_match_pred,addr_unmatch_pred,phone_match_pred,city_unmatch_pred,phone_area_code_unmatch_pred
2668,777,308,'fiorello\'s roman cafe','1900 broadway  between 63rd and 64th sts.','new york',212/595-5330,italian,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2669,786,308,'french roast cafe','2340 broadway at 85th st.','new york',212/799-1533,'coffee bar','ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2670,797,308,'hard rock cafe','221 w. 57th st.','new york',212/489-6565,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2671,805,308,'internet cafe','82 e. 3rd st.  between 1st and 2nd aves.','new york','212/ 614-0747','coffee bar','ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2672,835,308,'manhattan cafe','1161 1st ave.  between 63rd and 64th sts.','new york',212/888-6556,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2673,842,308,'milan cafe and coffee bar','120 w. 23rd st.','new york',212/807-1801,'coffee bar','ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2674,846,308,'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2675,865,308,'popover cafe','551 amsterdam ave.  between 86th and 87th sts.','new york',212/595-8555,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2676,888,308,'sweet\'n\'tart cafe','76 mott st. at canal st.','new york',212/334-8088,asian,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2677,905,308,'victor\'s cafe','52 236 w. 52nd st.','new york',212/586-7714,'latin american','ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2678,918,308,'beesley\'s of buckhead','260 e. paces ferry road',atlanta,404/264-1334,continental,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,0,0,0,0,0,-1,-1,-1,0,0
2679,921,308,'cafe renaissance','7050 jimmy carter blvd.  norcross',atlanta,770/441--0291,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,1,0,0,0,0,0,-1,-1,-1,0,-1
2680,927,308,'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,0,0,0,0,0,-1,0,-1,0,0
2681,954,308,'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,1,0,0,0,0,0,-1,0,-1,0,0
2682,966,308,'cafe michelle','1350 e. flamingo rd.','las vegas',702/735-8686,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,-1,0,-1,-1,-1
2683,967,308,'cafe roma','3570 las vegas blvd. s','las vegas',702/731-7547,'coffee shops/diners','ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2684,995,308,'cafe adriano','3347 fillmore st.','san francisco',415/474-4180,italian,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2685,996,308,'cafe marimba','2317 chestnut st.','san francisco',415/776-1506,'mexican/latin american/spanish','ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2686,1007,308,'grand cafe hotel monaco','501 geary st.','san francisco',415/292-0101,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
2687,1046,308,'south park cafe','108 south park','san francisco',415/495-7275,french,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2688,1049,308,'stars cafe','500 van ness ave.','san francisco',415/861-4344,american,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2689,1050,308,'stoyanof\'s cafe','1240 9th ave.','san francisco',415/664-3664,'greek and middle eastern','ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2690,1051,308,'straits cafe','3300 geary blvd.','san francisco',415/668-1783,asian,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2691,1066,308,'zuni cafe & grill','1658 market st.','san francisco',415/552-2522,mediterranean,'ritz-carlton cafe (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2692,568,309,'four seasons grill room','99 e. 52nd st.','new york',212/754-9494,american,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2693,589,309,'rainbow room','30 rockefeller plaza','new york',212/632-5000,'or 212/632-5100 american','ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2694,612,309,'buckhead diner','3073 piedmont road',atlanta,404/262-3336,american,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,1,-1,0,0,0,0,-1,-1,-1,0,0
2695,620,309,'mary mac\'s tea room','224 ponce de leon ave.',atlanta,404/876-1800,southern,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,0,0,0,0,0,-1,-1,-1,0,0
2696,623,309,'cafe  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,'ext 6108 international','ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,0,0,0,1,0,1,0,1,0,0
2697,624,309,'dining room  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,international,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,0,0,0,1,0,1,0,1,0,0
2698,625,309,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,-1,0,0,0,0,-1,0,-1,0,0
2699,644,309,'ritz-carlton restaurant and dining room','600 stockton st.','san francisco',415/296-7465,american,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2700,664,309,'dining room','9500 wilshire blvd.','los angeles',310/275-5200,californian,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,1,0,0,0,-1,-1,-1,-1,-1
2701,668,309,'dynasty room','930 hilgard ave.','los angeles',310/208-8765,continental,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2702,690,309,'pacific dining car','6th st.','los angeles',213/483-6000,american,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2703,918,309,'beesley\'s of buckhead','260 e. paces ferry road',atlanta,404/264-1334,continental,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,0,0,0,0,0,-1,-1,-1,0,0
2704,927,309,'dante\'s down the hatch  buckhead','3380 peachtree rd.',atlanta,404/266-1600,continental,'ritz-carlton dining room (buckhead)','3434 peachtree rd. ne',atlanta,404-237-2700,'american (new)',-1,1,0,0,0,0,0,-1,0,-1,0,0
2705,544,310,'restaurant katsu','1972 n. hillhurst ave.','los angeles',213/665-1891,asian,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2706,623,310,'cafe  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,'ext 6108 international','ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,1,0,0,0,0,0,-1,0,-1,0,0
2707,624,310,'dining room  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,international,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,1,0,0,0,0,0,-1,0,-1,0,0
2708,625,310,'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,1,0,0,0,1,0,1,0,1,0,0
2709,644,310,'ritz-carlton restaurant and dining room','600 stockton st.','san francisco',415/296-7465,american,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,1,0,0,0,-1,0,-1,-1,-1
2710,684,310,'mon kee seafood restaurant','679 n. spring st.','los angeles',213/628-6717,asian,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
2711,697,310,'restaurant horikawa','111 s. san pedro st.','los angeles',213/680-9355,asian,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
2712,732,310,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,0,0,0,0,0,0,-1,-1,-1
2713,798,310,'hi-life restaurant and lounge','1340 1st ave. at 72nd st.','new york',212/249-3600,american,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
2714,817,310,'lanza restaurant','168 1st ave.  between 10th and 11th sts.','new york',212/674-7014,italian,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2715,885,310,'spring street natural restaurant & bar','62 spring st. at lafayette st.','new york',212/966-0290,american,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,-1,0,0,0,0,0,0,0,-1,-1,-1
2716,926,310,'colonnade restaurant','1879 cheshire bridge rd.',atlanta,404/874-5642,southern,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',-1,1,0,0,0,0,0,-1,-1,-1,0,0
2717,626,311,toulouse,'b peachtree rd.',atlanta,404/351-9533,french,toulouse,'293-b peachtree rd.',atlanta,404-351-9533,'french (new)',1,1,1,1,0,1,0,0,0,1,0,0
2718,627,312,'veni vidi vici','41 14th st.',atlanta,404/875-8424,italian,'veni vidi vici','41 14th st.',atlanta,404-875-8424,italian,1,1,1,1,0,1,0,0,0,1,0,0
2719,628,313,'alain rondelli','126 clement st.','san francisco',415/387-0408,french,'alain rondelli','126 clement st.','san francisco',415-387-0408,'french (new)',1,1,1,1,0,1,0,1,0,1,0,0
2720,629,314,aqua,'252 california st.','san francisco',415/956-9662,seafood,aqua,'252 california st.','san francisco',415-956-9662,'american (new)',-1,1,1,1,0,1,0,1,0,1,0,0
2721,630,315,boulevard,'1 mission st.','san francisco',415/543-6084,american,boulevard,'1 mission st.','san francisco',415-543-6084,'american (new)',1,1,1,1,0,1,0,0,0,1,0,0
2722,537,316,'cafe bizou','14016 ventura blvd.','sherman oaks',818/788-3536,french,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2723,560,316,'cafe lalo','201 w. 83rd st.','new york',212/496-6031,'coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2724,561,316,'cafe des artistes','1 w. 67th st.','new york',212/877-3500,continental,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2725,585,316,'park avenue cafe','100 e. 63rd st.','new york',212/644-1900,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2726,590,316,'river cafe','1 water st. at the east river',brooklyn,718/522-5200,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2727,599,316,'union square cafe','21 e. 16th st.','new york',212/243-4020,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2728,602,316,'coyote cafe','3799 las vegas blvd. s','las vegas',702/891-7349,southwestern,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2729,623,316,'cafe  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,'ext 6108 international','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2730,631,316,'cafe claude','7 claude la.','san francisco',415/392-3505,french,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',1,1,1,1,0,0,1,0,0,1,0,0
2731,642,316,'plumpjack cafe','3201 fillmore st.','san francisco',415/563-4755,mediterranean,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2732,657,316,'cafe pinot','700 w. fifth st.','los angeles',213/239-6500,californian,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2733,663,316,'clearwater cafe','168 w. colorado blvd.','los angeles',818/356-0959,'health food','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2734,674,316,'hard rock cafe','8600 beverly blvd.','los angeles',310/276-7605,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2735,708,316,'west beach cafe','60 n. venice blvd.','los angeles',310/823-5396,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2736,732,316,'bryant park grill  roof restaurant and bp cafe','25 w. 40th st.  between 5th and 6th aves.','new york',212/840-6500,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
2737,735,316,'cafe bianco','1486 2nd ave.  between 77th and 78th sts.','new york',212/988-2655,'coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2738,736,316,'cafe botanica','160 central park s','new york',212/484-5120,french,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2739,737,316,'cafe la fortuna','69 w. 71st st.','new york',212/724-5846,'coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2740,738,316,'cafe luxembourg','200 w. 70th st.','new york',212/873-7411,french,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2741,739,316,'cafe pierre','2 e. 61st st.','new york',212/940-8185,french,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2742,740,316,'cafe centro','200 park ave.  between 45th st. and vanderbilt ave.','new york',212/818-1222,french,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2743,741,316,'cafe fes','246 w. 4th st. at charles st.','new york',212/924-7653,mediterranean,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2744,759,316,'corrado cafe','1013 3rd ave.  between 60th and 61st sts.','new york',212/753-5100,'coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2745,760,316,'cupcake cafe','522 9th ave. at 39th st.','new york',212/465-1530,'coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2746,766,316,'duane park cafe','157 duane st.  between w. broadway and hudson st.','new york',212/732-5555,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2747,771,316,'evergreen cafe','1288 1st ave. at 69th st.','new york',212/744-3266,asian,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2748,776,316,'film center cafe','635 9th ave.  between 44th and 45th sts.','new york','212/ 262-2525',american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2749,777,316,'fiorello\'s roman cafe','1900 broadway  between 63rd and 64th sts.','new york',212/595-5330,italian,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2750,786,316,'french roast cafe','2340 broadway at 85th st.','new york',212/799-1533,'coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2751,797,316,'hard rock cafe','221 w. 57th st.','new york',212/489-6565,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2752,805,316,'internet cafe','82 e. 3rd st.  between 1st and 2nd aves.','new york','212/ 614-0747','coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2753,835,316,'manhattan cafe','1161 1st ave.  between 63rd and 64th sts.','new york',212/888-6556,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2754,842,316,'milan cafe and coffee bar','120 w. 23rd st.','new york',212/807-1801,'coffee bar','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2755,846,316,'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
2756,865,316,'popover cafe','551 amsterdam ave.  between 86th and 87th sts.','new york',212/595-8555,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2757,888,316,'sweet\'n\'tart cafe','76 mott st. at canal st.','new york',212/334-8088,asian,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2758,905,316,'victor\'s cafe','52 236 w. 52nd st.','new york',212/586-7714,'latin american','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2759,921,316,'cafe renaissance','7050 jimmy carter blvd.  norcross',atlanta,770/441--0291,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2760,954,316,'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
2761,966,316,'cafe michelle','1350 e. flamingo rd.','las vegas',702/735-8686,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2762,967,316,'cafe roma','3570 las vegas blvd. s','las vegas',702/731-7547,'coffee shops/diners','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2763,995,316,'cafe adriano','3347 fillmore st.','san francisco',415/474-4180,italian,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2764,996,316,'cafe marimba','2317 chestnut st.','san francisco',415/776-1506,'mexican/latin american/spanish','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2765,1007,316,'grand cafe hotel monaco','501 geary st.','san francisco',415/292-0101,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2766,1046,316,'south park cafe','108 south park','san francisco',415/495-7275,french,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',1,1,0,0,0,0,0,0,-1,-1,0,0
2767,1049,316,'stars cafe','500 van ness ave.','san francisco',415/861-4344,american,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2768,1050,316,'stoyanof\'s cafe','1240 9th ave.','san francisco',415/664-3664,'greek and middle eastern','cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2769,1051,316,'straits cafe','3300 geary blvd.','san francisco',415/668-1783,asian,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2770,1066,316,'zuni cafe & grill','1658 market st.','san francisco',415/552-2522,mediterranean,'cafe claude','7 claude ln.','san francisco',415-392-3505,'french bistro',-1,1,0,0,0,0,0,0,-1,-1,0,0
2771,632,317,'campton place','340 stockton st.','san francisco',415/955-5555,american,'campton place','340 stockton st.','san francisco',415-955-5555,'american (new)',1,1,1,1,0,1,0,1,0,1,0,0
2772,717,317,'american place','2 park ave. at 32nd st.','new york',212/684-2122,american,'campton place','340 stockton st.','san francisco',415-955-5555,'american (new)',1,-1,0,0,0,0,0,0,0,-1,-1,-1
2773,633,318,'chez michel','804 northpoint','san francisco',415/775-7036,french,'chez michel','804 north point st.','san francisco',415-775-7036,californian,-1,1,1,1,0,0,0,1,0,1,0,0
2774,753,318,'chez jacqueline','72 macdougal st.  between w. houston and bleecker sts.','new york',212/505-0727,french,'chez michel','804 north point st.','san francisco',415-775-7036,californian,-1,-1,0,0,0,0,0,0,0,-1,-1,-1
2775,634,319,'fleur de lys','777 sutter st.','san francisco',415/673-7779,french,'fleur de lys','777 sutter st.','san francisco',415-673-7779,'french (new)',1,1,1,1,0,1,0,1,0,1,0,0
2776,781,319,'fleur de jour','348 e. 62nd st.','new york',212/355-2020,'coffee bar','fleur de lys','777 sutter st.','san francisco',415-673-7779,'french (new)',-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
2777,635,320,fringale,'570 4th st.','san francisco',415/543-0573,french,fringale,'570 fourth st.','san francisco',415-543-0573,'french bistro',1,1,1,1,0,0,0,1,0,1,0,0
2778,636,321,'hawthorne lane','22 hawthorne st.','san francisco',415/777-9779,american,'hawthorne lane','22 hawthorne st.','san francisco',415-777-9779,californian,-1,1,1,1,0,1,0,0,0,1,0,0
2779,606,322,'steak house','2880 las vegas blvd. s','las vegas',702/734-0410,'steak houses','khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1
2780,637,322,'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,1,1,1,0,1,0,1,0,1,0,0
2781,698,322,'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2782,847,322,'new york kom tang soot bul house','32 w. 32nd st.','new york','212/ 947-8482',asian,'khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2783,866,322,'post house','28 e. 63rd st.','new york',212/935-2888,american,'khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1
2784,875,322,'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2785,915,322,'annie\'s thai castle','3195 roswell rd.',atlanta,404/264-9546,asian,'khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2786,950,322,'sato sushi and thai','6050 peachtree pkwy.  norcross',atlanta,770/449-0033,asian,'khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
2787,1018,322,'izzy\'s steak & chop house','3345 steiner st.','san francisco',415/563-0487,'steak houses','khan toke thai house','5937 geary blvd.','san francisco',415-668-6654,thai,-1,1,0,0,0,0,0,-1,-1,-1,0,0
2788,573,323,'la caravelle','33 w. 55th st.','new york',212/586-4252,french,'la folie','2316 polk st.','san francisco',415-776-5577,'french (new)',1,-1,0,0,0,0,0,0,0,-1,-1,-1
2789,574,323,'la cote basque','60 w. 55th st.  between 5th and 6th ave.','new york',212/688-6525,french,'la folie','2316 polk st.','san francisco',415-776-5577,'french (new)',1,-1,0,0,0,0,0,0,0,-1,-1,-1
2790,619,323,'la grotta','2637 peachtree rd.  peachtree house condominium',atlanta,404/231-1368,italian,'la folie','2316 polk st.','san francisco',415-776-5577,'french (new)',-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
2791,638,323,'la folie','2316 polk st.','san francisco',415/776-5577,french,'la folie','2316 polk st.','san francisco',415-776-5577,'french (new)',1,1,1,1,0,1,0,1,0,1,0,0
