id,title,screen_size_diagonal,response_time,supported_aspect_ratio,contrast_ratio_static,screen_brightness,supported_resolution,screen_type,number_of_colors
www.ebay.com//18885,"Apple 20"" HD LCD Cinema Display Monitor A1081 0718908806999 | eBay","20""",,,,,,LCD,
www.ebay.com//23548,Dell 19 inch E193FP Flat Panel Color Monitor w Drivers CD Cables | eBay,"19""",16 ms,,500:1,250 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//10754,"NEC Display MultiSync P232W BK 23"" LED Monitor 8ms DVI HDMI VGA USB DisplayPort 805736041125 | eBay","23""",8ms (GTG),16:9,1000,250 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//22553,"Dell E E176FPB 13 5"" x 16"" LCD Monitor and Keyboard | eBay","16""",,17:6,,,,LCD,
www.ebay.com//15597,"1x Planar PX2710MW Black 27"" 2ms Full HD HDMI Widescreen LCD Monitor 1080p 810689059844 | eBay","27""",2 ms,16:9,1200:1,300 cd/mÂ²,,LCD,
www.ebay.com//12145,"Dell E153FP 15"" LCD Monitor 764315111119 | eBay","15""",25 ms,4:3,400,250 cd/mÂ²,1024 x 768,LCD,
www.ebay.com//11224,"Asus VS278Q P 27"" LED LCD Monitor 16 9 1 MS SYNX3389683 711212442273 | eBay","27""",27 ms,16:9,"80,000,000:1",300 Nit,,LED LCD,
www.ebay.com//22762,"Gateway 19"" Widescreen LCD TFT 720P HD Desktop Computer Monitor FDP1975W | eBay",,,,,,,,
www.ebay.com//19439,"Asus MX279H 27"" LED LCD Monitor 16 9 5 MS SYNX3453617 4716659265795 | eBay","27""",5 ms,16:9,80000000,250 cd/mÂ²,,LED LCD,
www.ebay.com//16047,"Dell 1703FPS 17"" LCD Monitor 825633788107 | eBay","17""",,,600,,1280 x 1024,LCD,
www.ebay.com//23448,"Dell E E152FP 15"" LCD Monitor Security CCD Surveillance Store Display Used Good 764315111119 | eBay","15"" 15""",25 ms,4:3,400:1 400:1,250 cd/mÂ²,1024 x 768 1024 x 768,LCD,
www.ebay.com//11618,"Dell UltraSharp 1504FP 15"" LCD Flat Panel LCD TFT Active Matrix LCD Flat 5704327765097 | eBay","15""",25 ms,4:3,400,250 cd/mÂ²,1024 x 768,LCD,
www.ebay.com//20518,"HP W1858 18 5"" Widescreen LCD LCD Monitor Brand New Free Shipping 0884420174097 | eBay","18.5""",5 ms,16:9,1000,,1366 x 768,LCD,
www.ebay.com//14225,"Dell S2440L 24"" Full HD LED Monitor 1920 x 1080 Resolution 5397063171347 | eBay",,6 ms,Widescreen - 16:9,5000:1 / 8000000:1 (dynamic),250 cd/m2,,LED LCD,
www.ebay.com//20106,BenQ FP931 19 inch LCD Computer Monitor 0840046006679 | eBay,"19""",16 ms,16:9,450:1,250 cd/mÂ²,,LCD,
www.ebay.com//22462,Princeton LCD17M Blk 17in LCD Monitor 12V DC Display D441772 663555005854 | eBay,"17""",50 ms,5:4,300,,,LCD,
www.ebay.com//21538,New Samsung 19â SC200 LED Black LCD Monitor S19C200BR w VGA Cable Power Cord 887276007571 | eBay,"19""",19 ms,5:4,1000,250 cd/mÂ²,1280 x 1024,LED LCD,
www.ebay.com//19963,"Samsung S24C650PL 23 6"" LED Monitor | eBay","23.6""",5ms (GTG),16:9,,250 cd/m2,,,
www.ebay.com//9831,"HP 2509B 25"" Full HD LCD Monitor Black LH591A 886111293216 | eBay","25""",3 ms,16:9,1000,,,LCD,
www.ebay.com//14962,Dell E196FP Monitor w Multi Media LCD Sound Bar Speaker AS501 610079401785 | eBay,"17""",8 ms,5:4,50:1,300 cd/mÂ²,,LCD,
www.ebay.com//15619,"NEC MultiSync LCD2070WNX 20"" Widescreen LCD Monitor Telescoping Stand L205GX | eBay","20""",10 ms,"16:9, 16:10, 14:9",500,300 cd/mÂ²,,LCD,
www.ebay.com//22456,HP L1506 451089 001 385900 215 PX848A 15 inch Monitor Fast Shipping 886111371136 | eBay,"15""",15 ms,4:3,,,1024 x 768,LED LCD,
www.ebay.com//22966,Asus VS228H P 22 inch Full HD 5ms LED Lit LCD Monitor 0777781887877 | eBay,"22""",,,,,,LED LCD,
www.ebay.com//23367,"BenQ 17"" Flat Panel VGA LCD Monitor Black Model FP731 1280 x 1024 840046004866 | eBay","17""",,,,,,LCD,
www.ebay.com//19515,Allen Bradley 2711P T12C4A1 A PanelView Plus 1250 Touch ENET RS232 64MB Read | eBay,,,,,,,,
www.ebay.com//20268,"Working Sympodium ID350 15"" LCD Interactive Pen Video Display Monitor DTF 521B | eBay","15""",,,,,,LCD,
www.ebay.com//22418,"Planar PL1700 17"" Flat Panel LCD Computer Monitor VGA Tested Free Shipping | eBay","17""",5 ms,4:3,800,,,LCD,
www.ebay.com//23415,LG 27EA73LM P 27 inch LCD Monitor Black Glossy Front Deco Hair Line LED DVI 719192191204 | eBay,,,16:9,,,,LED LCD,
www.ebay.com//21105,"Brand New in Original Box 27"" Samsung S27C500H LED Monitor 887276985862 | eBay","27""",5 ms,,1000:1,300 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//19894,"HP ZR24W 24"" s IPS Widescreen Adjustable Height LCD Monitor Screen Scratch | eBay","24""",12 ms,16:10,1000:1,400 cd/mÂ²,,LCD,
www.ebay.com//14653,"Asus 24"" VX248H Black 1ms GTG HDMI Widescreen LED Backlight LCD Monitor | eBay",,,,,,,LED LCD,
www.ebay.com//19867,"Dell Professional P2414H 23 8"" LED LCD Monitor 16 9 8 MS Adjustable Displa | eBay",,,,,,,,
www.ebay.com//23243,"Asus PA248Q Black 24"" 6MS GTG HDMI Widescreen LED Backlight LCD Monitor | eBay","24.1""",6 ms,16:10,,300 cd/mÂ²,,LED LCD,
www.ebay.com//22036,"Samsung 23"" Ultra Slim LED Monitor VGA HDMI 1920x1080 Fast Response S23C570H 132017757001 | eBay","23""",5 ms,16:9,42,,1920 x 1080,LED LCD,
www.ebay.com//19532,5 Pieces LED MS4 16 22 V Green I E for MÃ¤rklin Accessories LED7 GR | eBay,,,,,,,,
www.ebay.com//21966,"HP L1750 17"" Monitor No Stand Power or Video Cables | eBay","17""",5 ms,5:4,800,300 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//18694,"Pioneer Stealth 15"" Touch Screen Monitor Tom M5 | eBay","15""",,,,,,,
www.ebay.com//19414,"Viewsonic VA2037M LED 20"" LED LCD Monitor 16 9 5 MS SYNX3424479 766907676112 | eBay","20""",5 ms,16:9,1000,250 Nit,,LED LCD,
www.ebay.com//23039,Dell E176FPC 17 inch TFT LCD Flat Panel Monitor 683728210854 | eBay,"17""",12 ms,17:6,450:1,300 cd/m²,,LCD,
www.ebay.com//19424,"Dell UltraSharp U2410F 24"" Widescreen LCD Flat Panel Monitor Display | eBay","24""",,,,,,LCD,
www.ebay.com//21162,"Apple A1038 Mac G4 G5 Cinema Display Monitor 20"" LCD Flat Panel w ADC M8893Z A 718908459485 | eBay","20""",16 ms,16:10,350:1,230 cd/mÂ²,1680 x 1050,LCD,
www.ebay.com//18204,"Acer UM CV6AA 002 V196WL BD 19"" Widescreen LED Monitor 250 NIT DVI VGA Black 886541978127 | eBay","19""",5 ms,16:10,"100,000,000:1",250 Nit,1440 x 900,,
www.ebay.com//16436,BenQ Professional CAD Cam BL2710PT 27 inch Screen LED Lit Monitor | eBay,,,,,,,,
www.ebay.com//16151,"LG 27MB65PY B 27"" LED LCD Monitor 16 9 5 MS Adjustable Display Angle | eBay","27"" 27""",5 ms 5 ms,16:9 16:9 16:9,"5,000,000:1 5,000,000:1 5,000,000:1",250 Nit 250 Nit 250 Nit,1920 x 1080 1920 x 1080 1920 x 1080,,
www.ebay.com//19985,"NEC LCD4620 46"" Widescreen LCD Monitor 5028695105454 | eBay",,,,,,,LCD,
www.ebay.com//21923,"Perfect Pixel Wasabi Mango QHD275 Supreme 27"" 2560x1440 LG s IPS Matte Monitor | eBay","27""",6 ms,16:9,1000:1,380 cd/mÂ²,,LED LCD,
www.ebay.com//9905,"Asus PB278Q 27"" 5ms WQHD HDMI LED Monitor 2560 x 1440 PLS Panel Full HD 886227236565 | eBay","27""",5 ms,16:9,80 Million:1 ASCR,300 cd/mÂ²,2560 x 1440,LED LCD,
www.ebay.com//21680,"Eizo FG2421 BK 23 5"" Widescreen LED Backlit VA LCD Gaming Monitor | eBay",,"Less than 1 ms (Turbo 240: ON, Monitor spec)",,,,,,
www.ebay.com//19504,Used Samsung SyncMaster 2493HM Monitor for Parts or Repair 729507802589 | eBay,"24""",5 ms,16:10,1000,400 cd/mÂ²,1920 x 1200,LCD,
www.ebay.com//18679,Allen Bradley 2711 B5A8 H PanelView 550 Mono Key Touch DH RS 232 Prt Read | eBay,,,,,,,,
www.ebay.com//18335,"Samsung SyncMaster LD190N 18 5"" LCD Monitor 5052178655969 | eBay","18.5""",5 ms,"16:9, 4:3",1000,,1360 x 768,LCD,
www.ebay.com//19013,Auria Branded 27 inch IPS 2560 x 1440 Computer Monitor | eBay,"27""",6 ms,16:9,1000:1,350 cd/mÂ²,,IPS,
www.ebay.com//18797,"IZ3D 22"" 3D LCD Monitor | eBay","22""",5 ms,16:9 Wide Screen WSXGA+,700:1,300 cd/mÂ²,1680 x 1050,LCD,
www.ebay.com//20290,NEC Display AccuSync AS241W 24 LED LCD Monitor 16 9 5 MS Adjustable Displ 805736039825 | eBay,"24""",5 ms,16:9,"1,000:1",300 Nit,,LED LCD,
www.ebay.com//22142,"Viewsonic VP171S 17"" LCD Monitor | eBay","17""",,,,,,LCD,
www.ebay.com//19413,"Allen Bradley 2711P T6M20D B PanelView Plus 600 Touch 5 5"" Qty Warranty | eBay",,,,,,,,
www.ebay.com//22256,"Dell E E2414H 24"" Widescreen LED LCD Monitor 884116123446 | eBay","24""",5 ms,16:9,1000,250 cd/mÂ²,,LED LCD,
www.ebay.com//21292,"Acer S271HL Dbid 27"" LED LCD Monitor 16 9 6 MS 1920 x 1080 300 NIT Full HD Black | eBay","27""",6 ms,16:9,"100,000,000:1",300 Nit,1920 x 1080,,
www.ebay.com//23220,"HP Compaq LA1751G 17"" Flat Screen LCD Monitor,Stand,USB Hub,VGA Cable!~FREE SHIP","17""",5 ms,5:4,1000,,1280 x 1024,LCD,
www.ebay.com//19017,"AOC E2752VH 27"" Widescreen LED LCD Monitor in Box Excellent | eBay","27""",2 ms,16:9,20000000:1,300 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//23348,"Asus VK248H CSM 24"" LED LCD Monitor 16 9 2 MS 886227041206 | eBay","24""",2 ms,16:9,,,,,
www.ebay.com//15940,"Gateway FPD 1765 17"" LCD Monitor w Video Power Cords TFT1780PS 219015 683728196455 | eBay","17""",16 ms,5:4,450,300 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//22316,"Asus VE228H 21 5"" 22inch 22"" Widescreen LED LCD Monitor 4719543326008 | eBay","21.5""",5 ms,4:3,1000,250 cd/mÂ²,,LED LCD,
www.ebay.com//19371,HP Z230 F1K95UT ABA Workstation Intel Core i5 4570 4GB DDR3 500GB HDD Window | eBay,,,,,,,,
www.ebay.com//22676,"HP 20"" LED Backlit Monitor W2071D DVI D VGA 1600x900 5ms 886112267889 | eBay","20""",5 ms,16:9,600,200 cd/mÂ²,"1600 x 900 Maximum number of pixels a monitor is capable of displaying. The higher the resolution, the sharper the image.",LED LCD,
www.ebay.com//22390,"NEC MultiSync LCD 2090UXI 20"" LCD Monitor Off Lease in EXLNT Cond 6 MNTH Wrnty | eBay","20""",8 ms,4:3,700:1,280 cd/mÂ²,1600 x 1200,LCD,
www.ebay.com//12052,Slightly Used AOC 9315WL 15 inch LCD Computer Monitor | eBay,"18""",,4:3,,200 cd/mÂ²,,LCD,
www.ebay.com//22309,Allen Bradley 2711 B5A5 H PanelView 550 Mono Touch Keypad RS 232 DH 485 Read | eBay,,,,,,,,
www.ebay.com//11675,HP ZR30W 30 inch s IPS LCD Monitor | eBay,30,7 ms,16:10,1000:1,370 cd/mÂ²,2560 x 1600,LCD,
www.ebay.com//11436,"Dell UltraSharp U2410F 24"" Widescreen LCD Flat Panel Monitor Display | eBay","24""",,,,,,LCD,
www.ebay.com//18822,"New C4D32AA ABA HP Pavilion 20BW IPS 20"" Widescreen LED Backlit Display Monitor | eBay","20""",7 ms,,1000:1,250 cd/mÂ²,,LED LCD,
www.ebay.com//18342,"Acer T272HL 27"" LED LCD Touchscreen Monitor 16 9 5 MS 886541756015 | eBay","27""",27 ms,16:9,,,1920 x 1080,Touch Screen,
www.ebay.com//20944,"NEC MultiSync LCD2490WUXI2 BK 24"" Widescreen LCD Monitor 805736029901 | eBay","24""",8 ms,16:10,1000,320 cd/mÂ²,,LCD,
www.ebay.com//22474,"Acer Al 1916C 19"" LCD Monitor Excellent Condition | eBay","19""",,,,,,LCD,
www.ebay.com//18314,Allen Bradley 2711 B6C16L1 C PanelView 600 Color Touch Key DF1 RS232 Printer DC | eBay,,,,,,,,
www.ebay.com//22860,"Dell E E153FP 15"" LCD Monitor 764315111119 | eBay","15""",25 ms,4:3,400,250 cd/mÂ²,1024 x 768,LCD,
www.ebay.com//22033,"Samsung XL2270 22"" LCD LED Monitor 1920x1080 DVI I SHIP Free 729507813806 | eBay","22""",2 ms,16:9,1000,250 cd/mÂ²,,LED LCD,
www.ebay.com//22906,"Viewsonic VA2037A LED 20"" LED LCD Monitor 16 9 5 MS VA2037A LED | eBay",,,,,,,,
www.ebay.com//15221,Allen Bradley 2711P B12C4D1 A PanelView Plus 1250 Keypad Touch ENET RS232 | eBay,,,,,,,,
www.ebay.com//20767,"EC 19 1U 19"" LCD Rack Console New | eBay","19""","Rising Time 2 ms, Decay Time 10 ms",,500:1,White 300 cd/mÂ©Ã· (Center 1 point typical),,LCD,
www.ebay.com//21221,"Acer S231HL 23"" LCD Monitor in Excellent Condition Power HDMI and DVI Cable | eBay","23""",,,,,,LCD,
www.ebay.com//16231,"Apple LED 24"" Widescreen Cinema Display MB382LL A1267 LED Monitor 885909211951 | eBay","24""",14 ms,,1000:1,330 cd/mÂ²,,LED LCD,
www.ebay.com//20926,"New Samsung S19C200NY 18 5"" Widescreen LED Monitor 5ms 1366x768 200 NIT VGA 887276015682 | eBay","18.5""",19 ms,16:9,700,200 Nit,1366 x 768,LED LCD,
www.ebay.com//11019,"Dell 1708FPF 17"" Utrasharp LCD Flatpanel Monitor 639266337348 | eBay",17,5 ms,5:4,800,300 cd/mÂ²,,LCD,
www.ebay.com//19455,"Used Dell 1908FPF Monitor 19"" Black | eBay","19""",5 ms,,800:1,300 cd/m,,LCD,
www.ebay.com//20987,"ELO Touchscreen LCD 1915L 19"" Touchscreen Display 1280 x 1024 | eBay","19""",5 ms,5:4,800:1,270 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//10973,"BenQ Ultimate XL2420Z 24"" 3D Ready LED LCD Monitor XL2420Z | eBay","24"" 24""",1 ms 1 ms,16:9 16:9 16:9 16:9,"12,000,000:1 12,000,000:1 12,000,000:1 12,000,000:1",300 Nit 300 Nit 300 Nit 300 Nit 300 Nit,1920 x 1080 1920 x 1080 1920 x 1080 1920 x 1080,,
www.ebay.com//19206,Free SHIP Samsung S19B420BW 19 inch Widescreen 1 000 1 5ms VGA DVI LED LCD 729507819051 | eBay,"19""",19 ms,16:10,1000,,1440 x 900,LED LCD,
www.ebay.com//16447,Acer G236HL BBD 23 inch Screen LED Lit Monitor New 886541680686 | eBay,"23""",5 ms,16:9,,200 cd/mÂ²,,LED LCD,
www.ebay.com//9424,Reman Allen Bradley 2711 T10C8 F 2014 PanelView 1000 Color Touchdh Printer | eBay,,,,,,,,
www.ebay.com//22681,Dell 19 inch LCD 1907 FPT Grade B Good Picture 032371618621 | eBay,"19""",,,,,,LCD,
www.ebay.com//10778,Sony SDM P234 23 034 16MS Widescreen LCD Monitor 1920x1200 250CD M2 500 1 w Stand | eBay,"23""",16 ms,"16:9, 14:9",500:1,250 cd/mÂ²,,LCD,
www.ebay.com//23285,"HP L2245WG 22"" LCD Flat Screen Monitor | eBay",,5 ms,Widescreen Widescreen - 16:10,1000:1 1000:1,300 cd/m2,,,
www.ebay.com//15797,"Dell UltraSharp 1908FPT 19"" LCD Monitor | eBay","19""",5 ms,5:4,800,,1280 x 1024,LCD,
www.ebay.com//21426,"Samsung SyncMaster 712N 17"" LCD Monitor Works Great Beautiful Colors 729507707389 | eBay",17,12 ms,5:4,600,300 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//16702,"Samsung 22"" T22C350ND LED HD TV Slim Television Monitor Combo Full HD 1080p | eBay","21.5""",2 ms,16:9,1000,250 cd/mÂ²,,LED LCD,
www.ebay.com//22110,"Dell E2715H 27"" LCD Monitor 16 9 8 MS 1920 x 1080 16 7 Million Colors 300 NIT | eBay","27"" 27""",8 ms 8 ms,16:9 16:9 16:9 16:9,"1,000:1 1,000:1 1,000:1 1,000:1",300 Nit 300 Nit 300 Nit 300 Nit,1920 x 1080 1920 x 1080 1920 x 1080 1920 x 1080,,
www.ebay.com//21748,"Samsung 23"" Matte Black S23C450D 5ms GTG Widescreen LED Backlight LCD Monitor 887276013497 | eBay","23""",,,,,,LED LCD,
www.ebay.com//11120,"Dell Professional P2311H 23"" Widescreen LED Monitor 884116063223 | eBay","23""",5 ms,16:9,1000:1,250 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//19269,"Dell E E171FPB 17"" LCD Flat Panel LCD TFT w VGA Power Cable 135016 | eBay","17""",25 ms,5:4,350,250 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//20073,"Asus MS MX239H 23"" Widescreen LED LCD Monitor with Built in Speakers 886227265787 | eBay","23""",5 ms,16:9,80000000,250 cd/mÂ²,,LED LCD,
www.ebay.com//22696,"New 7"" inch TFT LCD Color Monitor Screen Video for PC CCTV Camera Security S1 | eBay","7""",12 ms,,,,,LCD,
www.ebay.com//21039,"LG L1720P 17"" LCD Monitor 719192166585 | eBay","17""",12 ms,,450,,,LCD,
www.ebay.com//14399,Dell Latitude E6410 Laptop i5 2 4GHz 8GB 240GB SSD DVDRW Windows 7 Pro 64bit | eBay,"14""",,,,,,,
www.ebay.com//23547,"Samsung MD55C 55"" 350NIT 8ms 5000 1 1920x1080 LED LCD Monitor 8806085512382 | eBay",,8 Ms,,,,1920 x 1080,TFT Active Matrix,
www.ebay.com//21054,Siemens 6AV6542 0DA10 0AX0 6AV6 542 0DA10 0AX0 Simatic MP370 Color Multipanel | eBay,,,,,,,,
www.ebay.com//21856,"Dell 1707FPT 0CC282 17"" Monitor UltraSharp LCD No Stand USB Ports | eBay","17""",8 ms,5:4,600:1,,,LCD,
www.ebay.com//17128,"HP L1740 17"" LCD Display Computer Monitor with VGA and Power Cable 082916056874 | eBay","17""",5 ms,5:4,500,300 cd/mÂ²,1280 x 1024,LCD,
www.ebay.com//20587,"Samsung S22C650P 21 5"" Widescreen LED Monitor 16 9 5ms 1920x1080 1000 1 250 NIT | eBay","21.5"" Wide",5ms (GTG),16:9,,250 cd/m2,,,
www.ebay.com//11303,"Samsung SyncMaster LCD Desktop 22"" Monitor Black Model 2233BW Plus Accessories 729507805399 | eBay","22""",5 ms,16:10,1000,300 cd/mÂ²,,LCD,
www.ebay.com//20971,"S7 Samsung SyncMaster 940N 19"" LCD Monitor 8808987131944 | eBay","19""",5 ms,5:4,700,300 cd/mÂ²,,LCD,
www.ebay.com//17122,Eizo Flexscan EV2336WFS Professional IPS Monitor 1920x1080 EV2336WFS BK New 690592034400 | eBay,,,,,,,,
www.ebay.com//22913,"Asus VS238H P 23"" 23inch Widescreen 5ms VGA DVI HDCP HDMI LED LCD Monitor New 610839380879 | eBay","23""",2 ms,,,250 cd/mÂ²,1920 x 1080,LED LCD,
www.ebay.com//21663,"Star Logic 17"" LCD Monitor 500 1 8ms 11010194 80005508 | eBay",,,,,,,,
www.ebay.com//14885,"Asus MS VS208N 20"" Widescreen LED LCD Monitor 610839363766 | eBay","20""",5 ms,16:9,50000000,250 cd/mÂ²,,LED LCD,
www.ebay.com//16061,Allen Bradley 2711 M3A19L1 A FRN 4 41 PanelView 300 Micro RS 232 DH 485 Qty | eBay,,,,,,,,
www.ebay.com//12214,"APC AP5015 15"" LCD Monitor 731304220916 | eBay","15""",2 ms,4:3,,,,LCD,
www.ebay.com//14641,"Gateway 19"" Widescreen LCD TFT 720P HD Desktop Computer Monitor FDP1975W | eBay",,,,,,,,
www.ebay.com//15134,HP LCD 15 inch Flat Screen Monitor | eBay,"15""",,4:3,300,200 cd/mÂ²,,LCD,
www.ebay.com//18344,"AOC 2330V 23"" Widescreen LCD Monitor Black Full HD 1080p Widescreen RA588 HA2 685417025589 | eBay","23""",5 ms,16:9,30000,300 cd/mÂ²,,LCD,
www.ebay.com//12328,"Samsung 2443BWX 24"" SyncMaster 2443 Widescreen LCD Flat Panel Monitor w Stand 729507805016 | eBay","24""",5 ms,16:10,1000,,,LCD,
www.ebay.com//10098,"Acer V226WL 22"" LED LCD Monitor 16 10 5 MS SYNX3491010 887899007262 | eBay",22,22 ms,16:10,"100,000,000:1",250 Nit,,,
www.ebay.com//23031,"AOC I2267FW 21 5"" Widescreen LED Monitor 685417062188 | eBay",21.5 inch,5 ms,16:9,50000000:1,250 cd/m²,1920 x 1080,LED LCD,
www.ebay.com//19749,"LG Flatron 19"" Widescreen Flat Panel LCD Monitor | eBay","19""",,,,,,LCD,
www.ebay.com//16640,"Qnix QX320QHD Super Ultra s 32"" 2560x1440 QHD AH VA Panel LED 32 inch Monitor | eBay","32""",5 ms,16:9,3000:1,300 cd/mÂ²,,LED LCD,
www.ebay.com//18154,"HP Advantage E231 23"" LED LCD Monitor 16 9 5 MS 887111774880 | eBay","23""",23 ms,16:9,1000,,1920 x 1080,LED LCD,
www.ebay.com//16674,"AOC 20"" Widescreen LED Monitor Brand New in Box | eBay","20""",,,"20,000,000:1",,,LED LCD,
www.ebay.com//20791,"Dell UltraSharp 2208WFP 22"" LCD Monitor 1680 x 1050 16 10 300 CD M2 000012605613 | eBay","22""",5 ms,16:10,1000:1,300 cd/mÂ²,1680 x 1050,LCD,
www.ebay.com//18337,"Acer V226WL 22"" LED LCD Monitor 16 10 5 MS UM EV6AA 002 887899007279 | eBay",,5 ms,16:10,"100,000,000:1",,1680 x 1050,,
www.ebay.com//14864,Latitude D430 1 2GHz 60GB 2GB Win XP Pro Office 2007 B'Tooth Wi Fi DVD Dock STN 628586531307 | eBay,"12.1""",,,,,,,
www.ebay.com//20048,Startech 1U 15 Rackmount LCD Console USB PS 2 1 Computer s 15 Active MA 065030822183 | eBay,,16 ms,,,,1024 x 768,,
www.ebay.com//18188,"Dell UltraSharp 1901FP 19"" LCD Monitor Desktop PC 1280x1024 Flat Panel Display 477860948404 | eBay","19""",25 ms,"4:3, 5:4",600,250 cd/mÂ²,,LCD,
www.ebay.com//19031,KDS USA 17' K 717 LCD Display Monitor | eBay,"17""",,,,,,LCD,
www.ebay.com//11630,"1x Mass Multimedia 15 1"" Analog Color TFT LCD Monitor LCDSA151 Saw USB Of | eBay","15""",,,,,,LCD,
www.ebay.com//20259,"Viewsonic VX2770SMH LED 27"" Widescreen LED Monitor 7MS 1920x1080 DVI HDMI VGA 51 766907659719 | eBay","27""",7 ms,,"1000:1 (typ.); 30,000,000:1 (dynamic)",250 cd/m2 (typ.),1920 x 1080,,
www.ebay.com//19559,"Viewsonic VA2251M LED 22"" 1920 x 1080 1 000 1 Wide LED Monitor 766907613018 | eBay","22""",5 ms,"16:9, 4:3",1000,,,LED LCD,
www.ebay.com//11096,"Acer s S220HQL abd 21 5"" Widescreen LED LCD Monitor 886541143464 | eBay","21.5""",5 ms,16:9,1000,250 cd/mÂ²,,LED LCD,
www.ebay.com//14721,"HP TFT7600 17"" Widescreen LCD Monitor with Keyboard 4948382429803 | eBay","17""",25 ms,16:10,350,190 cd/mÂ²,1600 x 900,LCD,
www.ebay.com//11468,"HP 20"" W2071d - DVI-D VGA - 1600x900 - 5ms - LED Backlit Monitor",,5 ms,,"600:1 typical; 3,000,000:1 dynamic Difference between the brightest white and the darkest black a display can reproduce. The higher the contrast ratio, the better the color detail.","200 cd/mÂ² Measurement of light output. The higher the brightness, the more visible the picture will be in rooms with a lot of light.","1600 x 900 Maximum number of pixels a monitor is capable of displaying. The higher the resolution, the sharper the image.",,
www.ebay.com//22144,"Dell UltraSharp U2713H 27"" LED LCD Monitor 16 9 6 MS Adjustable Display An 884116093664 | eBay","27""",27 ms,16:9,1000,350 cd/mÂ²,,LED LCD,
www.ebay.com//11886,"Dell E196FPF 19"" Black 1280x1024 Res 500 1 Tilt Adjustable LCD Monitor w Cables 683728192648 | eBay","19""",,,,,,LCD,
www.ebay.com//14445,"Dell UltraSharp 1908WFPF 19"" LCD Monitor DVI VGA 1440x900 720P 4 USB 884116001966 | eBay","19""",5 ms,,1000,300 cd/m²,,LCD,
www.ebay.com//22373,"Samsung SyncMaster PX2370 23"" Widescreen LCD Monitor 8808993708949 | eBay","23""",2 ms,16:9,1000,250 cd/mÂ²,,LCD,
www.ebay.com//21602,"Apple 20"" Cinema Display Monitor A1081 M9177 A w Power Adapter A1096 M9178B A 718908807385 | eBay","20""",16 ms,16:9,400:1,250 cd/mÂ²,1680 x 1050,LCD,
www.ebay.com//12147,"Yamakasi 300 LED Sparta Premium 30"" LED LG AH IPS 2560x1600 DVI HDMI DP Monitor | eBay","30""",6 ms,16:10,1000:1,350 cd/mÂ²,,LED LCD,
www.ebay.com//19327,"Pelco PMCL319 A CCTV Monitor 19"" LCD Monitor R2 700880170496 | eBay","19""",12 ms,5:4,500,380 cd/mÂ²,,LCD,
www.ebay.com//19302,"HP HP W1907 19"" Widescreen LCD Monitor with Built in Speakers 882780774636 | eBay","19""",5 ms,"16:10, 16:9",1000,300 cd/mÂ²,,LCD,
www.ebay.com//23317,"Used LG 22EA53V P 21 5"" IPS LED LCD Monitor 1080p 1000 1 719192191372 | eBay","21.5""",5 ms,16:9,1000:1,250 cd/m2,1920 x 1080,LED LCD,
www.ebay.com//20415,"Acer G245H 24"" Black Widescreen HDMI LCD Display Monitor w VGA DVI Power Cables 884483046522 | eBay","24""",5 ms,16:9,,,1920 x 1080,LCD,
www.ebay.com//12164,"Samsung S20B300B 20"" Widescreen LED LCD Monitor | eBay","20""",,16:9,,,,LED LCD,
www.ebay.com//15487,"New Acer V193W 19"" Widescreen LCD Monitor 1440x900 16 9 099802785611 | eBay","19""",5 ms,16:9,2000:1,300 cd/mÂ²,,LCD,
www.ebay.com//15019,HP 8460p EliteBook Core i5 2520M 2 5GHz 8GB 500GB Webcam Win 7 Aluminium Laptop | eBay,,,,,,,,
www.ebay.com//22610,Lilliput FA1045 NP C T DVI HDMI VGA Touch Screen Monitor with 75mm Vesa | eBay,"10.4""",,4:3,400 :1,250 cd/mÂ²,,LCD,
www.ebay.com//22126,"2 Dell E E228WFPC 22"" Widescreen LCD Monitor 898074001593 | eBay","22""",5 ms,16:10,800,,,LCD,
www.ebay.com//16571,"Asus VE247H 24"" LED LCD Monitor Built in Speakers HDMI DVI VGA Inputs 4719543331521 | eBay","23.6""",2 ms,16:9,,300 cd/mÂ²,1920x1080,LED LCD,
www.ebay.com//22111,"Lot 4 Dell UltraSharp 17"" LCD Monitor 1707FP 4 Port USB Hub VGA DVI CC280 YG138 321707725882 | eBay","17""",8 ms,5:4,600:1,300 cd/mÂ²,,LCD,
www.ebay.com//20514,New Dell UltraSharp U2412M 24 inch Full HD 16 10 1920x1200 LED LCD Monitor 884116064244 | eBay,"24""",8 ms,16:10,1000,300 cd/mÂ²,,LED LCD,
www.ebay.com//21319,"Acer Al 1912s 19"" LCD Monitor with Cables 127015 4718235228125 | eBay","19""",16 ms,5:4,500,250 cd/mÂ²,,LCD,
